TraitId;TraitName;TraitValues;TraitProperties;OtherProperties;pmcId
1119;Wf-2;{"QTL":"9"};{"Chr.":"8.7","Resistance donor":"S. galapagense (PRI95004)","References":"[16]"};{};PMC4301655
1120;TriIV-1;{"QTL":"5"};{"Chr.":"S. habrochaites (CGN1.1561)","Resistance donor":"n.d.","% Explained":"[28]"};{};PMC4301655
1121;TriIV-2;{"QTL":"9"};{"Chr.":"n.d.","% Explained":"[28]"};{};PMC4301655
1122;R2/9;{"QTL":"9"};{"Chr.":"S. habrochaites (LA1777)","Resistance donor":"69.7","% Explained":"[33]"};{};PMC4301655
1123;R1/10;{"QTL":"10"};{"Chr.":"22.5","% Explained":"[33]"};{};PMC4301655
1124;R3/11a;{"QTL":"11"};{"Chr.":"69","% Explained":"[33]"};{};PMC4301655
1125;R4/11b;{"QTL":"11"};{"Chr.":"n.d.","% Explained":"[33]"};{};PMC4301655
1126;TA2A;{"QTL":"2"};{"Chr.":"S. pennellii (LA0716)","Resistance donor":"2.6","% Explained":"[35]"};{};PMC4301655
1127;3A;{"QTL":"3"};{"Chr.":"5.1","% Explained":"[35]"};{};PMC4301655
1128;TA4;{"QTL":"4"};{"Chr.":"5.2","% Explained":"[35]"};{};PMC4301655
1129;6A;{"QTL":"6"};{"Chr.":"4.7","% Explained":"[35]"};{};PMC4301655
1130;7B;{"QTL":"7"};{"Chr.":"2.8","% Explained":"[35]"};{};PMC4301655
1131;10A;{"QTL":"10"};{"Chr.":"4.6","% Explained":"[35]"};{};PMC4301655
1132;11A;{"QTL":"11"};{"Chr.":"8.1","% Explained":"[35]"};{};PMC4301655
1133;Density of trichome type VI;{"QTL":"TriVI-1"};{"Chr.":"1","Resistance donor":"S. habrochaites (CGN1.1561)","% Explained":"n.d.","References":"[28]"};{};PMC4301655
1134;RGR;{"LOD score":"5.45 ","Marker interval":"SSR192 - SSR95∗","QTL":"qRGI-1-1","Chromosome":"1"};{"R2 (%)":"19.55","Additive effect":"−0.1379","Position (cM)":"40.4 "};{};PMC4969537
1135;qRGI-1-2;{"LOD score":"8.52","Marker interval":"2.53 ","QTL":"1","Chromosome":"47.2 "};{"R2 (%)":"−0.0888","Position (cM)":"TGS2380 - SSR134∗"};{};PMC4969537
1136;qRGI-4-1;{"LOD score":"6.02","Marker interval":"2.06 ","QTL":"4","Chromosome":"10.4 "};{"R2 (%)":"0.0763","Position (cM)":"LEag001 - SSR214∗"};{};PMC4969537
1137;qRGI-9-1;{"LOD score":"5.95","Marker interval":"2.12 ","QTL":"9","Chromosome":"7.8 "};{"R2 (%)":"−0.0617","Position (cM)":"TES623∗ - TGS781"};{};PMC4969537
1138;qRGI-12-1;{"LOD score":"11.33","Marker interval":"4.26 ","QTL":"12","Chromosome":"8.0 "};{"R2 (%)":"−0.1143","Position (cM)":"Tom340-341∗ - SSR255"};{};PMC4969537
1139;CI;{"LOD score":"3.25 ","Marker interval":"TES856∗ - TGS377","QTL":"qCI-1-1","Chromosome":"1"};{"R2 (%)":"0.95","Additive effect":"0.0208","Position (cM)":"9.8 "};{};PMC4969537
1140;qCI-2-1;{"LOD score":"10.34","Marker interval":"2.96 ","QTL":"2","Chromosome":"18.0 "};{"R2 (%)":"−0.0828","Position (cM)":"SSR50∗ - SSR359"};{};PMC4969537
1141;qCI-3-1;{"LOD score":"10.31","Marker interval":"3.01 ","QTL":"3","Chromosome":"0.0 "};{"R2 (%)":"0.0776","Position (cM)":"LEat019∗ - LEat020"};{};PMC4969537
1142;qCI-9-1;{"LOD score":"7.31","Marker interval":"2.35 ","QTL":"9","Chromosome":"26.8 "};{"R2 (%)":"−0.0652","Position (cM)":"TGS321∗ - TGS235"};{};PMC4969537
